Age Bracket,Gender,age_bucket
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,,
,,
,,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
34.0,M,31-40
16.0,M,11-20
60.0,M,51-60
63.0,M,61-70
45.0,M,41-50
30.0,M,21-30
50.0,M,41-50
65.0,M,61-70
48.0,M,41-50
65.0,M,61-70
42.0,M,41-50
39.0,M,31-40
,,
,,
50.0,M,41-50
30.0,M,21-30
32.0,M,31-40
32.0,M,31-40
42.0,M,41-50
26.0,F,21-30
55.0,F,51-60
50.0,F,41-50
21.0,M,21-30
43.0,M,41-50
43.0,M,41-50
47.0,M,41-50
30.0,M,21-30
36.0,M,31-40
28.0,M,21-30
58.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
32.0,F,31-40
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,M,
,F,
,F,
,M,
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,F,
,M,
,M,
,F,
,M,
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
55.0,M,51-60
46.0,M,41-50
20.0,M,11-20
39.0,M,31-40
23.0,F,21-30
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
30.0,M,21-30
28.0,F,21-30
,,
12.0,M,11-20
18.0,M,11-20
22.0,M,21-30
25.0,M,21-30
56.0,M,51-60
24.0,M,21-30
2.0,F,0-10
30.0,F,21-30
50.0,F,41-50
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
30.0,M,21-30
36.0,M,31-40
52.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
48.0,M,41-50
55.0,M,51-60
57.0,M,51-60
58.0,M,51-60
66.0,M,61-70
32.0,M,31-40
2.0,F,0-10
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
17.0,M,11-20
13.0,M,11-20
30.0,F,21-30
50.0,M,41-50
19.0,M,11-20
,F,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
40.0,M,31-40
28.0,M,21-30
32.0,M,31-40
50.0,M,41-50
58.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
64.0,M,61-70
24.0,M,21-30
7.0,F,0-10
36.0,M,31-40
27.0,F,21-30
25.0,F,21-30
21.0,F,21-30
28.0,M,21-30
47.0,F,41-50
10.0,M,0-10
34.0,F,31-40
38.0,F,31-40
14.0,M,11-20
27.0,M,21-30
22.0,M,21-30
25.0,M,21-30
36.0,M,31-40
27.0,M,21-30
27.0,M,21-30
34.0,F,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
19.0,F,11-20
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
17.0,F,11-20
21.0,F,21-30
23.0,F,21-30
26.0,F,21-30
45.0,F,41-50
50.0,F,41-50
14.0,M,11-20
16.0,M,11-20
18.0,M,11-20
18.0,M,11-20
19.0,M,11-20
22.0,M,21-30
50.0,M,41-50
60.0,M,51-60
60.0,M,51-60
60.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
