Age Bracket,Gender,age_bucket
35.0,M,31-40
30.0,F,21-30
7.0,F,0-10
68.0,M,61-70
65.0,M,61-70
75.0,M,71-80
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
69.0,F,61-70
51.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,M,
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
70.0,M,61-70
26.0,M,21-30
20.0,M,11-20
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
35.0,,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,M,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
67.0,M,61-70
67.0,M,61-70
65.0,F,61-70
79.0,M,71-80
35.0,F,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
37.0,M,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,F,
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
32.0,M,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
30.0,M,21-30
58.0,M,51-60
34.0,M,31-40
56.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
44.0,M,41-50
62.0,M,61-70
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
16.0,M,11-20
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
21.0,M,21-30
57.0,M,51-60
43.0,M,41-50
78.0,M,71-80
60.0,M,51-60
38.0,M,31-40
19.0,M,11-20
39.0,M,31-40
39.0,M,31-40
54.0,M,51-60
40.0,M,31-40
34.0,M,31-40
47.0,F,41-50
63.0,F,61-70
43.0,M,41-50
52.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,M,
,M,
,M,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
60.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,F,
,M,
,,
,,
,F,
75.0,F,71-80
35.0,M,31-40
65.0,,61-70
,,
,,
61.0,F,61-70
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
45.0,M,41-50
60.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
33.0,M,31-40
47.0,M,41-50
45.0,M,41-50
33.0,M,31-40
34.0,M,31-40
32.0,M,31-40
52.0,M,51-60
35.0,M,31-40
36.0,M,31-40
40.0,M,31-40
45.0,M,41-50
25.0,M,21-30
35.0,M,31-40
17.0,M,11-20
27.0,M,21-30
37.0,M,31-40
45.0,M,41-50
28.0,M,21-30
30.0,M,21-30
37.0,M,31-40
43.0,M,41-50
37.0,M,31-40
35.0,M,31-40
65.0,M,61-70
48.0,M,41-50
45.0,M,41-50
48.0,F,41-50
33.0,M,31-40
27.0,F,21-30
50.0,M,41-50
,,
,,
65.0,M,61-70
55.0,M,51-60
17.0,M,11-20
42.0,M,41-50
56.0,M,51-60
16.0,M,11-20
18.0,M,11-20
41.0,M,41-50
55.0,M,51-60
75.0,F,71-80
34.0,F,31-40
26.0,M,21-30
60.0,M,51-60
54.0,M,51-60
40.0,F,31-40
34.0,M,31-40
,F,
,,
,,
,,
,,
68.0,M,61-70
62.0,F,61-70
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
60.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
70.0,M,61-70
29.0,M,21-30
42.0,M,41-50
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
44.0,F,41-50
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
81.0,M,81-90
7.0,M,0-10
36.0,F,31-40
40.0,M,31-40
67.0,F,61-70
41.0,F,41-50
41.0,M,41-50
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,M,
,M,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
20.0,M,11-20
28.0,M,21-30
22.0,M,21-30
44.0,M,41-50
30.0,M,21-30
60.0,M,51-60
59.0,M,51-60
19.0,M,11-20
77.0,M,71-80
30.0,M,21-30
32.0,M,31-40
31.0,M,31-40
50.0,M,41-50
52.0,M,51-60
36.0,M,31-40
31.0,M,31-40
31.0,M,31-40
45.0,M,41-50
32.0,M,31-40
36.0,M,31-40
37.0,M,31-40
55.0,M,51-60
38.0,M,31-40
43.0,M,41-50
23.0,M,21-30
43.0,M,41-50
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1.0,M,0-10
50.0,M,41-50
52.0,M,51-60
62.0,M,61-70
90.0,M,81-90
48.0,M,41-50
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
80.0,F,71-80
39.0,M,31-40
29.0,M,21-30
34.0,M,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
20.0,M,11-20
37.0,M,31-40
39.0,M,31-40
37.0,M,31-40
32.0,M,31-40
35.0,M,31-40
24.0,M,21-30
38.0,M,31-40
38.0,M,31-40
16.0,M,11-20
60.0,M,51-60
51.0,M,51-60
47.0,M,41-50
52.0,M,51-60
27.0,M,21-30
15.0,M,11-20
52.0,M,51-60
54.0,M,51-60
,,
,,
28.0,F,21-30
40.0,F,31-40
32.0,F,31-40
28.0,M,21-30
55.0,M,51-60
76.0,F,71-80
,,
32.0,M,31-40
62.0,F,61-70
20.0,M,11-20
37.0,M,31-40
57.0,M,51-60
22.0,M,21-30
26.0,M,21-30
33.0,F,31-40
35.0,M,31-40
54.0,F,51-60
58.0,M,51-60
43.0,M,41-50
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,,
,,
,F,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
19.0,F,11-20
26.0,M,21-30
32.0,M,31-40
25.0,M,21-30
62.0,M,61-70
32.0,M,31-40
32.0,M,31-40
46.0,M,41-50
38.0,M,31-40
47.0,M,41-50
45.0,M,41-50
34.0,M,31-40
40.0,M,31-40
42.0,M,41-50
30.0,M,21-30
30.0,M,21-30
50.0,F,41-50
21.0,M,21-30
43.0,M,41-50
12.0,M,11-20
65.0,M,61-70
53.0,M,51-60
50.0,F,41-50
18.0,M,11-20
35.0,F,31-40
11.0,M,11-20
41.0,F,41-50
34.0,M,31-40
50.0,F,41-50
54.0,M,51-60
47.0,F,41-50
57.0,M,51-60
38.0,F,31-40
13.0,F,11-20
21.0,M,21-30
44.0,M,41-50
41.0,F,41-50
35.0,M,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
80.0,F,71-80
55.0,F,51-60
,M,
,,
,M,
,,
,,
17.0,M,11-20
16.0,M,11-20
52.0,F,51-60
57.0,F,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
45.0,F,41-50
70.0,F,61-70
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
32.0,M,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
60.0,F,51-60
64.0,F,61-70
24.0,F,21-30
33.0,F,31-40
59.0,F,51-60
64.0,M,61-70
53.0,M,51-60
65.0,M,61-70
26.0,M,21-30
41.0,M,41-50
40.0,M,31-40
25.0,M,21-30
64.0,M,61-70
33.0,M,31-40
21.0,M,21-30
48.0,M,41-50
29.0,F,21-30
54.0,M,51-60
33.0,M,31-40
35.0,M,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
33.0,M,31-40
41.0,F,41-50
80.0,F,71-80
29.0,M,21-30
50.0,M,41-50
35.0,M,31-40
68.0,M,61-70
32.0,M,31-40
36.0,M,31-40
65.0,M,61-70
28.0,F,21-30
57.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
45.0,M,41-50
72.0,M,71-80
,,
,,
,,
,,
,,
,,
,,
,,
,F,
,F,
35.0,M,31-40
,,
77.0,M,71-80
,M,
,F,
,F,
,M,
,,
,,
,,
,,
,,
,,
,,
,,
,,
71.0,M,71-80
31.0,M,31-40
42.0,M,41-50
,F,
,F,
,M,
,F,
,F,
,M,
,M,
,M,
,F,
,F,
,F,
,M,
,M,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
45.0,F,41-50
22.0,F,21-30
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
36.0,F,31-40
27.0,M,21-30
46.0,F,41-50
28.0,F,21-30
51.0,M,51-60
27.0,M,21-30
67.0,F,61-70
40.0,M,31-40
42.0,F,41-50
40.0,M,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
63.0,F,61-70
43.0,M,41-50
53.0,F,51-60
70.0,M,61-70
33.0,M,31-40
80.0,F,71-80
16.0,F,11-20
63.0,M,61-70
41.0,F,41-50
24.0,M,21-30
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
26.0,M,21-30
20.0,F,11-20
15.0,M,11-20
16.0,M,11-20
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
70.0,F,61-70
22.0,M,21-30
43.0,M,41-50
38.0,M,31-40
19.0,F,11-20
10.0,F,0-10
47.0,F,41-50
17.0,M,11-20
19.0,M,11-20
24.0,M,21-30
55.0,M,51-60
55.0,M,51-60
21.0,M,21-30
43.0,F,41-50
24.0,F,21-30
32.0,F,31-40
26.0,F,21-30
30.0,F,21-30
56.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
26.0,F,21-30
65.0,M,61-70
72.0,F,71-80
35.0,M,31-40
23.0,M,21-30
27.0,F,21-30
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,F,
50.0,M,41-50
,M,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,F,
,M,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,F,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,M,
,F,
,F,
,,
35.0,,31-40
32.0,,31-40
11.0,M,11-20
,,
,,
,,
55.0,M,51-60
,F,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
47.0,F,41-50
22.0,M,21-30
63.0,M,61-70
45.0,F,41-50
35.0,F,31-40
35.0,M,31-40
68.0,M,61-70
35.0,M,31-40
39.0,M,31-40
70.0,M,61-70
36.0,M,31-40
25.0,F,21-30
24.0,M,21-30
44.0,F,41-50
35.0,M,31-40
56.0,M,51-60
50.0,F,41-50
25.0,M,21-30
56.0,M,51-60
60.0,F,51-60
21.0,F,21-30
46.0,M,41-50
20.0,M,11-20
57.0,M,51-60
21.0,M,21-30
52.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
38.0,M,31-40
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
26.0,F,21-30
18.0,F,11-20
12.0,F,11-20
29.0,F,21-30
52.0,M,51-60
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
50.0,F,41-50
12.0,F,11-20
20.0,F,11-20
30.0,M,21-30
10.0,M,0-10
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
15.0,M,11-20
18.0,M,11-20
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
36.0,M,31-40
,,
69.0,M,61-70
51.0,F,51-60
50.0,M,41-50
55.0,M,51-60
68.0,M,61-70
32.0,M,31-40
4.0,M,0-10
13.0,M,11-20
9.0,F,0-10
19.0,M,11-20
27.0,M,21-30
48.0,F,41-50
42.0,F,41-50
74.0,F,71-80
63.0,M,61-70
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
